"PERM_ID","OBJ_ID","VER_NBR","PERM_TMPL_ID","NMSPC_CD","NM","DESC_TXT","ACTV_IND"
"1","1","1","7","KFS-AR","Claim Electronic Payment CTRL","Allows access to the Electronic Fund Transfer interface for the claiming of electronic funds using the Cash Control Document (CTRL).","Y"
"10","10","1","26","KFS-AR","Modify Maintenance Document Field Customer customerTaxNbr","Allows modification of the Customer Tax Number field on the Customer document.","Y"
"100","100","1","16","KFS-PURAP","Edit Document REQS PreRoute","Edit permission for the Requisition document prior to the document being submitted.","Y"
"101","101","1","16","KFS-PURAP","Edit Document PO PreRoute","Edit permission for the Purchase Order document prior to the document being submitted.","Y"
"102","102","1","16","KFS-PURAP","Edit Document AP PreRoute","Edit permission for Accounts Payable Transactional documents prior to the document being submitted.","Y"
"103","103","1","16","KFS-PURAP","Edit Document RCV PreRoute","Edit permission for Receiving Transactional documents prior to the document being submitted.","Y"
"107","107","1","7","KFS-SYS","Claim Electronic Payment","Allows access to the Electronic Fund Transfer interface for the claiming of electronic funds.","Y"
"108","108","1","6","KFS-SYS","Error Correct Document KFST","Allows access to the Error Correction button on KFS Transactional documents.","Y"
"11","11","1","33","KFS-AR","Upload Batch Input File(s) customerLoadInputFileType","Allows access to the Customer Upload Batch Upload page.","Y"
"1100","1100","1","3","KFS-SYS","Administer Routing for Document KFST","Allows users to open Financial System Documents via the Super search option in Document Search and take Administrative workflow actions on them (such as approving the document, approving individual requests, or sending the document to a specified route node).","Y"
"113","113","1","3","KFS-SYS","Administer Routing for Document KFS","Allows users to open KFS documents via the Super search option in Document Search and take Administrative workflow actions on them (such as approving the document, approving individual requests, or sending the document to a specified route node).","Y"
"114","114","1","4","KFS-SYS","Blanket Approve Document KFS","Allows access to the Blanket Approval button on KFS Financial System Documents.","Y"
"115","115","1","10","KFS-SYS","Initiate Document KFS","Authorizes the initiation of Financial System Documents.","Y"
"116","116","1","10","KFS-SYS","Initiate Document FSSM","Authorizes the initiation of Financial System Simple Maintenance documents.","Y"
"117","117","1","10","KFS-SYS","Initiate Document BANK","Authorizes the initiation of the Bank Maintenance Document.","Y"
"119","119","1","35","KFS-SYS","Assign Role KFS*","Authorizes users to modify the information on the Assignees Tab of the Role Document and the Roles section of the Membership Tab on the Person Document for roles with a Module Code beginning with KFS.","Y"
"12","12","1","29","KFS-AR","Use Screen KFS-AR","Allows users access to screens in the KFS-AR module that are not documents, lookups, inquiries, or batch uploads, i.e. this primarily provides access to AR reports","Y"
"120","120","1","36","KFS-SYS","Grant Permission KFS*","Authorizes users to modify the information on the Permissions tab of the Role Document for roles with a module code beginning with KFS.","Y"
"121","121","1","37","KFS-SYS","Grant Responsibility KFS*","Authorizes users to modify the information on the Responsibility tab of the Role Document for roles with a Module Code that begins with KFS.","Y"
"122","122","1","38","KFS-SYS","Populate Group KFS*","Authorizes users to modify the information on the Assignees Tab of the Group Document and the Group section of the Membership Tab on the Person Document for groups with namespaces beginning with KFS.","Y"
"128","128","1","27","KFS-SYS","Full Unmask Field Bank bankAccountNumber","Authorizes users to view the entire bank account number on the Bank document and Inquiry.","Y"
"129","129","1","24","KFS-SYS","Inquire Into Records KFS*","Allows users to access KFS inquiries.","Y"
"130","130","1","23","KFS-SYS","Look Up Records KFS*","Allow users to access KFS lookups.","Y"
"131","131","1","34","KFS-SYS","Maintain System Parameter KFS*","Authorizes users to initiate and edit the Parameter document for pameters with a module code beginning with KFS.","Y"
"132","132","1","32","KFS-SYS","Modify Batch Job KFS*","Allows users to access and run Batch Jobs associated with KFS modules via the Schedule link.","Y"
"133","133","1","40","KFS-SYS","Open Document KFS","Authorizes users to open KFS Financial System Documents.","Y"
"134","134","1","28","KFS-SYS","Partial Unmask Field Bank bankAccountNumber","Authorizes users to view the last four-digits of the bank account number on the Bank document and Inquiry.","Y"
"135","135","1","29","KFS-SYS","Use Screen KFS*","Allows users access to screens in the KFS that are not documents, lookups, inquiries, or batch uploads.","Y"
"136","136","1","10","KFS-VND","Initiate Document PVEN","Authorizes users to initiate the Vendor Maintenance Document.","Y"
"137","137","1","27","KFS-VND","Full Unmask Field VendorDetail vendorHeader.vendorTaxNumber","Authorizes users to view the entire Tax Number on the Vendor Maintenance Document and Inquiry.","Y"
"138","138","1","26","KFS-VND","Modify Maintenance Document Field VendorDetail vendorHeader.vendorTaxNumber","Authorizes users to modify the Tax Number on a Vendor Maintenance Document.","Y"
"139","139","1","44","KFS-VND","Modify Maintenance Document Section VendorDetail vendorContracts","Authorizes users to see and edit the Contracts Tab on the Vendor Maintenance Document.","Y"
"15","15","1","29","KFS-CAB","Use Screen KFS-CAB","Allows users to access the Capital Asset Builder screens (Purchasing/Accounts Payable Transactions and Other General Ledger Transactions).","Y"
"16","16","1","10","KFS-CAM","Initiate Document MPAY","Authorizes the initiation of the Asset Payments Document.","Y"
"169","169","1","15","KFS-SYS","Save Document KFS","Authorizes user to save documents answering to the FinancialSystemDocument parent document Type.","Y"
"17","17","1","10","KFS-CAM","Initiate Document BCIE","Authorizes the initiation of the Barcode Inventory Error Document.","Y"
"18","18","1","10","KFS-CAM","Initiate Document CAM","Authorizes the initiation of the Capital Asset Management Transactional Documents.","Y"
"184","184","1","44","KFS-VND","Modify Maintenance Document Section VendorDetail vendorCommodities","Allows users to modify the Vendor Commodity Codes tab on the Vendor document. ","Y"
"185","185","1","16","KFS-FP","Edit Document CMD PreRoute","Authorizes users who can edit the Cash Management Document prior to it being submitted for routing.","Y"
"187","187","1","27","KFS-FP","Full Unmask Field DisbursementPayee taxNumber","Allows users to view the tax id in the Disbursement Voucher.","Y"
"188","188","1","41","KFS-AR","Modify Accounting Lines INV Account sourceAccountingLines","Allows users to modify the Source accounting lines on an Invoice document that has not yet been submitted for routing.","Y"
"189","189","1","41","KFS-FP","Modify Accounting Lines SB PreRoute sourceAccountingLines","Allows users to modify the Target accounting lines on a Procurement Card Document that is at the Account Full Entry Node of routing.","Y"
"19","19","1","10","KFS-CAM","Initiate Document CAMM","Authorizes the initiation of the Capital Asset Complex Maintenance Documents.","Y"
"190","190","1","41","KFS-FP","Modify Accounting Lines FP Account sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Financial Processing Transactional Document when a document is at the Account Node of routing.","Y"
"191","191","1","41","KFS-FP","Modify Accounting Lines FP Account targetAccountingLines","Allows users to modify the Target accounting lines on documents answering to the parent document Financial Processing Transactional Document when a document is at the Account Node of routing.","Y"
"192","192","1","41","KFS-FP","Modify Accounting Lines DV Campus sourceAccountingLines.financialObjectCode","Allows users to modify the object code of Source accounting lines on a Disbursement Voucher document that is at the Campus Node of routing.","Y"
"193","193","1","41","KFS-FP","Modify Accounting Lines DV Tax sourceAccountingLines.amount","Allows users to modify the amount of Source accounting lines on a Disbursement Voucher document that is at the Tax Node of routing.","Y"
"194","194","1","41","KFS-FP","Modify Accounting Lines DV Travel sourceAccountingLines.amount","Allows users to modify the amount of Source accounting lines on a Disbursement Voucher document that is at the Travel Node of routing.","Y"
"195","195","1","41","KFS-FP","Modify Accounting Lines DV PaymentMethod sourceAccountingLines.amount","Allows users to modify the amount of Source accounting lines on a Disbursement Voucher document that is at the Payment Method Node of routing.","Y"
"196","196","1","41","KFS-LD","Modify Accounting Lines LD Account targetAccountingLines","Allows users to modify the Target accounting lines on documents answering to the parent document Labor Distribution Transactional Document when a document is at the Account Node of routing.","Y"
"197","197","1","41","KFS-LD","Modify Accounting Lines ST targetAccountingLines.financialObjectCode","Allows users to modify the object code on Target (To side) accounting lines of the Salary Expense Transfer document.","Y"
"198","198","1","41","KFS-PURAP","Modify Accounting Lines PUR Account items.sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Purchasing Transactional Document when a document is at the Account Node of routing.","Y"
"199","199","1","41","KFS-PURAP","Modify Accounting Lines AP Account items.sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Accounts PayableTransactional Document when a document is at the Account Node of routing.","Y"
"20","20","1","1","KFS-CAM","Add Negative Payments","Allow the creation of negative payments when processing an Asset document. ","Y"
"200","200","1","41","KFS-CAM","Modify Accounting Lines MPAY Account sourceAccountingLines","Allows users to modify the Source accounting lines on Asset Payment document at the Account Node of routing.","Y"
"201","201","1","4","KFS-CG","Blanket Approve Document PRPL","Allows access to the Blanket Approval button on the Proposal Document.","Y"
"202","202","1","10","KFS-LD","Initiate Document ST","Authorizes the initiation of the Salary Expense Transfer Document.","Y"
"205","205","1","4","KFS-LD","Blanket Approve Document ST","Allows access to the Blanket Approval button on the Salary Expense Transfer Document.","Y"
"206","206","1","31","KFS-EC","Use Transactional Document ECD detailTabEntry","Users who can access the Effort Detail Tab on the Effort Certification Document.","Y"
"207","207","1","31","KFS-EC","Use Transactional Document ECD summaryTabEntry","Users who can access the Effort Summary Tab on the Effort Certification Document.","Y"
"209","209","1","31","KFS-FP","Use Transactional Document DV taxEntry","Users who can complete the Nonresident Alien Tax Tab on the Disbursement Voucher document.","Y"
"21","21","1","1","KFS-CAM","Merge","Users allowed to merge assets on the Asset Retirement document.","Y"
"210","210","1","31","KFS-FP","Use Transactional Document DV frnEntry","Users who can modify the Foreign Draft tab and disbursement amount on Disbursement Voucher documents.","Y"
"211","211","1","31","KFS-FP","Use Transactional Document DV wireEntry","Users who can modify Wire Transfer tab and disbursement amount on Disbursement Voucher documents.","Y"
"212","212","1","31","KFS-FP","Use Transactional Document DV travelEntry","Users who can modify Non-Employee Travel Expense tab, disbursement amount on Disbursement Voucher documents.","Y"
"217","217","1","31","KFS-PURAP","Use Transactional Document AP editPreExtract","Users who can edit specific data on a Payment Request or Credit Memo before the document is extracted to PDP.","Y"
"22","22","1","1","KFS-CAM","Override CAPITALIZATION_LIMIT_AMOUNT","Users allowed to capitalize assets with dollar amounts below the institution's Capitalization limit.","Y"
"220","220","1","48","KFS-SYS","Edit Bank Code KFST","Users who can edit the Bank Code field on documents answering to the parent document Financial System Transactional Document.","Y"
"225","225","1","40","KFS-BC","Open Document BC","Users who can open the Budget Construction document.","Y"
"228","228","1","1","KFS-BC","Import / Export Payrate","Allows users to access the Import/Export Payrate screen in Budget Construction. By default granted to processors for the top level organization in the org hierarchy.","Y"
"229","229","1","1","KFS-BC","Unlock","Allows users to access the Unlock screen in Budget Construction. By default granted to processors for the top level organization in the org hierarchy.","Y"
"23","23","1","1","KFS-CAM","Raze","Users who can choose the Raze Asset Retirement Reason.","Y"
"230","230","1","1","KFS-LD","Override Transfer Impacting Open Effort Certification","Users who receive an option to override the edit preventing the submission of Salary Expense Transfers involving an open Effort Certification Period.","Y"
"233","233","1","28","KFS-PDP","Partial Unmask Field PayeeACHAccount bankAccountNumber","Authorizes users to view the last four-digits of the bank account number on the Payee ACH document and Inquiry.","Y"
"234","234","1","27","KFS-PDP","Full Unmask Field ACHBank bankRoutingNumber","Authorizes users to view the entire bank routing number on the ACH Bank document and Inquiry.","Y"
"235","235","1","27","KFS-PDP","Full Unmask Field PayeeACHAccount bankAccountNumber","Authorizes users to view the entire bank account number on the Payee ACH document and Inquiry.","Y"
"236","236","1","27","KFS-PDP","Full Unmask Field PayeeACHAccount bankRoutingNumber","Authorizes users to view the entire bank routing number on the Payee ACH document and Inquiry.","Y"
"238","238","1","41","KFS-FP","Modify Accounting Lines FP PreRoute sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Accounts Financial Processing Transactional Document when a document has not yet been submitted for routing.","Y"
"239","239","1","41","KFS-FP","Modify Accounting Lines FP PreRoute targetAccountingLines","Allows users to modify the Target accounting lines on documents answering to the parent document Financial Processing Transactional Document when a document has not yet been submitted for routing.","Y"
"24","24","1","1","KFS-CAM","Retire Multiple","Users allowed to retire more than one asset on an Asset Retirement document.","Y"
"240","240","1","41","KFS-LD","Modify Accounting Lines LD PreRoute targetAccountingLines","Allows users to modify the Target accounting lines on documents answering to the parent document Labor Distribution Transactional Document  when a document has not yet been submitted for routing.","Y"
"241","241","1","41","KFS-PURAP","Modify Accounting Lines PUR PreRoute items.sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Purchasing Transactional Document when a document has not yet been submitted for routing.","Y"
"242","242","1","41","KFS-PURAP","Modify Accounting Lines AP PreRoute items.sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Accounts PayableTransactional Document when a document has not yet been submitted for routing.","Y"
"243","243","1","41","KFS-AR","Modify Accounting Lines INV PreRoute sourceAccountingLines","Allows users to modify the Source accounting lines on an Invoice document that has not yet been submitted for routing.","Y"
"244","244","1","41","KFS-CAM","Modify Accounting Lines CAM PreRoute sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Capital Asset ManagementTransactional Document  when a document has not yet been submitted for routing.","Y"
"245","245","1","10","KFS-AR","Initiate Document CUS","Authorizes the initiation of the Customer Document.","Y"
"246","246","1","10","KFS-AR","Initiate Document INV","Authorizes the initiation of the Invoice Document.","Y"
"247","247","1","10","KFS-BC","Initiate Document BC","Authorizes the initiation of the Budget Construction Document.","Y"
"248","248","1","42","KFS-AR","Create / Maintain Record(s) OOPT FALSE","Users allowed to create new and maintain existing records using the Organization Options document.","Y"
"249","249","1","42","KFS-AR","Create / Maintain Record(s) OOPT TRUE","Users allowed to maintain existing (but not create new) records using the Organization Options document.","Y"
"25","25","1","1","KFS-CAM","Retire Non-Movable Assets","Users authorized to retire non-movable assets.","Y"
"250","250","1","42","KFS-CAM","Create / Maintain Record(s) CASM FALSE","Users allowed to create new and maintain existing  records using the Asset document.","Y"
"251","251","1","29","KFS-BC","Use Screen KFS-BC","Allows users to access Budget Construction Selection.","Y"
"256","256","1","23","KFS-SYS","Look Up Records BatchJobStatus","Allow users to access the Batch File lookup.","Y"
"257","257","1","29","KFS-PURAP","Use Screen org.kuali.kfs.module.purap.web.struts.B2BAction","Authorizes users to take the Shop Catalogs (or B2B) action.","Y"
"258","258","1","45","KFS-PURAP","Add Note / Attachment PREQ Invoice Image","Users who can add notes and attachments to the Payment Request document when it is at the Invoice Attachment route node.","Y"
"26","26","1","1","KFS-CAM","Separate","Users authorized to separate assets.","Y"
"260","260","1","46","KFS-PURAP","View Note / Attachment PREQ Invoice Image","Authorizes users to view attachments with a type of ""Invoice Image"" on Payment Request documents.","Y"
"263","263","1","47","KFS-SYS","Delete Note / Attachment KFS FALSE","Authorizes users to delete notes and attachments created by any user on documents answering to the Financial System Document parent document type.","Y"
"266","266","1","16","KFS-BC","Edit Document BC F","The budget construction document does not really use workflow, and all editing is done after the workflow status is final. This permission allows the derived, Budget Construction Document Editor role to allow access to edit the document based on other roles, e.g. Fiscal Officer for account, Organization Reveiwer for org.","Y"
"268","268","1","16","KFS-PURAP","Edit Document PREQ R","Authorizes users who can edit Payment Request Documents that are in ENROUTE status.","Y"
"269","269","1","40","KFS-PURAP","Open Document PRAP","Authorizes users to open Purchasing Accounts Payable Transactional documents.","Y"
"27","27","1","1","KFS-CAM","Transfer Non-Movable Assets","Authorizes users who can transfer non-movable assets.","Y"
"270","270","1","29","KFS-PURAP","Use Screen org.kuali.kfs.module.purap.document.web.struts.PrintAction","Authorizes users to take the Print action on a Purchase Order.","Y"
"271","271","1","29","KFS-SYS","Use Screen org.kuali.kfs.sys.web.struts.ElectronicFundTransferAction","Allows users to access the Electronic Funds Transfer screen.","Y"
"272","272","1","31","KFS-PURAP","Use Transactional Document PO printPurchaseOrder","Users who can print a Purchase Order document.","Y"
"273","273","1","31","KFS-PURAP","Use Transactional Document PO previewPrintPurchaseOrder","Users who can preview a Purchase Order document before printing it.","Y"
"274","274","1","31","KFS-PURAP","Use Transactional Document PO assignSensitiveData","Users who can assign sensitive data to a Purchase Order document which locks down who is allowed to view the PO and its related documents.","Y"
"275","275","1","31","KFS-PURAP","Use Transactional Document PO resendPurchaseOrder","Users who can resend Purchase Order cxml to the B2B integrator.","Y"
"276","276","1","31","KFS-PURAP","Use Transactional Document PREQ requestPaymentRequestCancel","Users authorized to take the Request Cancel action on Payment Request documents.","Y"
"277","277","1","31","KFS-PURAP","Use Transactional Document PREQ paymentRequestHoldCancelRemoval","Authorizes users to remove Holds or Cancels on Payment Request documents.","Y"
"279","279","1","41","KFS-LD","Modify Accounting Lines LD PreRoute sourceAccountingLines","Allows users to modify the Source accounting lines on documents answering to the parent document Labor Distribution Transactional Document  when a document has yet to be submitted for routing.","Y"
"28","28","1","1","KFS-CAM","Use Acquisition Type ""New""","Authorizes users who can use the Acquisition Type of ""New"" on the Asset document.","Y"
"280","280","1","41","KFS-FP","Modify Accounting Lines PCDO AccountFullEdit sourceAccountingLines","Allows users to modify the Source accounting lines on a Procurement Card Document that is at the Account Full Entry Node of routing.","Y"
"281","281","1","41","KFS-FP","Modify Accounting Lines PCDO AccountFullEdit targetAccountingLines","Allows users to modify the Target accounting lines on a Procurement Card Document that is at the Account Full Entry Node of routing.","Y"
"282","282","1","31","KFS-PURAP","Use Transactional Document AP managerCancel","Users who can cancel Payment Request or Credit Memo documents at a manager level.","Y"
"283","283","1","31","KFS-PURAP","Use Transactional Document AP processorCancel","Users who can cancel Payment Request or Credit Memo documents at a processor level.","Y"
"284","284","1","40","KFS-PURAP","Open Document ACM","Authorizes users to open the Contract Manager Assignment Document.","Y"
"285","285","1","29","KFS-PDP","Use Screen KFS-PDP","Allows users to access all Pre-Disbursement Processor screens.","Y"
"286","286","1","31","KFS-PURAP","Use Transactional Document PREQ requestPaymentRequestHold","Authorizes users to put Payment Request documents on Hold.","Y"
"287","287","1","29","KFS-GL","Use Screen org.kuali.kfs.gl.web.struts.BalanceInquiryAction","Allows users to access Balance Inquiry screens. ","Y"
"29","29","1","1","KFS-CAM","Use Restricted Retirement Reason","Allows the use of restricted retirement reasons on the Asset or Asset Retirement Global documents.","Y"
"291","291","1","40","KFS-PURAP","Open Document EIRT","Authorizes users to open the Electronic Invoice Reject Document.","Y"
"292","292","1","33","KFS-PURAP","Upload Batch Input File(s) electronicInvoiceInputFileType","Authorizes users to upload eInvoice files.","Y"
"293","293","1","31","KFS-PURAP","Use Transactional Document CM requestVendorCreditMemoHold","Authorizes users to put Credit Memo documents on Hold.","Y"
"294","294","1","31","KFS-PURAP","Use Transactional Document CM vendorCreditMemoHoldRemoval","Authorizes users to remove a Hold from Credit Memo documents.","Y"
"295","295","1","1","KFS-BC","Use Organization Salary Setting","Allows users to access Organizaton Salary Setting within Budget Construction.","Y"
"296","296","1","1","KFS-BC","Edit Appointment Funding","Authorizes users to edit Appointment Funding Lines within Budget Construction Salary Setting.","Y"
"297","297","1","1","KFS-BC","View Appointment Funding Amounts","Authorizes users to view Appointment Funding Lines within Budget Construction Salary Setting.","Y"
"3","3","1","10","KFS-AR","Initiate Document ARM","Authorizes the initiation of the Accounts Receivable Complex Maintenance Documents.","Y"
"301","301","1","29","KFS-GL","Use Screen org.kuali.kfs.sys.web.struts.KualiBalanceInquiryReportMenuAction","Allows users to see menu of balance inquiries after hitting ""balance inquiry"" button on an accounting line in an accounting document.","Y"
"302","302","1","10","KFS-CAM","Initiate Document DEPR","Authorizes the initiation of the Asset Depreciation Document.","Y"
"303","303","1","23","KFS-CAB","Look Up Records KFS-CAB","Allows users to access the CAB AP and GL Transactions screens.","Y"
"304","304","1","24","KFS-CAB","Inquire Into Records KFS-CAB","Allows users to access Capital Asset Builder inquiries.","Y"
"305","305","1","42","KFS-AR","Create / Maintain Record(s) IICO FALSE","Users allowed to create new and maintain existing  records using the Customer Invoice Item Code document.","Y"
"308","308","1","41","KFS-PURAP","Modify Accounting Lines REQS Initiator items.sourceAccountingLines","Allows users to modify the Source accounting lines on a Requisition Document that is at the Initiator Node of routing.","Y"
"313","313","1","45","KFS-PURAP","Add Note / Attachment PO Contracts","Authorizes users to add notes and attachments with a type of ""Contracts"" to the Purchase Order document. ","Y"
